"Series Data"
"C:\Data\SMARC_20170927\SMARC_20170927006_000000.STA"
"Broadband 153.6 kHz"
"Pings/Ens ="	8
"Time/Ping = 00:01.00"
"First Ensemble Date = 18/12/10"
"First Ensemble Time = 10:42:36.08"
"Ensemble Interval (s) = "	20,00
"1st Bin Range (m) = "	14,95
"Bin Size (m) ="	8,00


Ens	YR	MO	DA	HH	MM	SS	HH		"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Eas"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Nor"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Ver"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Err"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Mag"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"Dir"	"BTM"	"NVE"	"NVN"	"NVM"	"NVD"	    "FLat"	    "FLon"	    "LLat"	    "LLon"
749	18	12	10	14	51	58	08		-98	-71	-76	-35	-30																																									100	96	63	22	3																																									-2	-14	-10	-7	5																																									10	0	-19	-7	-6																																									140	119	99	41	30																																									315,60	323,50	309,70	302,20	275,70																																									140	0	44	44	0,00	58,28498335	11,50068336	58,28500003	11,50068336
750	18	12	10	14	52	17	03		313	-57	135	166	161																																									71	110	53	33	-2																																									-11	-10	-58	-63	-50																																									-124	-121	-141	-129	-141																																									321	124	145	169	161																																									77,20	332,60	68,60	78,80	90,70																																									104	-82	155	175	332,20	58,28500003	11,50066668	58,28503330	11,50065000
751	18	12	10	14	52	38	04		-65	-55	-45	-24	-25																																									92	111	81	38	26																																									-9	-6	-6	-4	2																																									-10	14	2	-5	-4																																									113	124	93	45	36																																									324,80	333,60	330,90	327,70	316,10																																									116	-163	0	163	270,00	58,28503330	11,50065000	58,28503330	11,50059996
752	18	12	10	14	52	56	09		-65	-31	-50	-23	-8																																									111	96	58	50	20																																									-14	-9	-12	-9	-2																																									2	-3	8	-12	5																																									129	101	77	55	22																																									329,60	342,10	319,20	335,30	338,20																																									166	-81	-39	90	244,60	58,28503330	11,50059996	58,28503330	11,50056669
753	18	12	10	14	53	18	00		-64	-26	-34	-27	-15																																									80	86	65	26	1																																									-15	-9	-7	-14	-6																																									4	9	8	-11	-7																																									102	90	73	37	15																																									321,30	343,20	332,40	313,90	273,80																																									211	-163	-193	253	220,10	58,28503330	11,50056669	58,28498335	11,50051665
754	18	12	10	14	53	39	01		-69	-81	-57	-30	-18																																									70	85	41	14	-1																																									-2	-11	-4	3	2																																									-15	4	-16	-14	0																																									98	117	70	33	18																																									315,40	316,40	305,70	295,00	266,80																																									213	-70	-177	190	201,60	58,28498335	11,50051665	58,28494999	11,50048337
755	18	12	10	14	53	57	06		-83	-70	-32	-24	-12																																									82	71	37	18	-4																																									-4	-9	-9	7	7																																									-25	0	23	-25	0																																									117	100	49	30	13																																									314,70	315,40	319,10	306,90	251,60																																									107	-61	-38	72	237,70	58,28494999	11,50046669	58,28493331	11,50045001
756	18	12	10	14	54	18	07		-65	-47	-37	-45	-13																																									86	75	48	33	-7																																									-8	-11	-15	-4	1																																									-19	-13	-14	-6	-9																																									108	89	61	56	15																																									322,90	327,90	322,40	306,30	241,70																																									56	47	0	47	90,00	58,28493331	11,50046669	58,28493331	11,50045001
757	18	12	10	14	54	37	02		-78	-82	-55	-37	-3																																									101	92	64	48	10																																									-9	-10	-13	0	-1																																									-7	4	13	6	-2																																									128	123	84	61	10																																									322,30	318,30	319,30	322,40	343,30																																									137	82	-116	142	144,90	58,28493331	11,50045001	58,28491663	11,50048337
758	18	12	10	14	54	58	03		-66	-66	-29	-14	2																																									59	77	30	11	0																																									-2	1	-6	3	3																																									-4	14	-5	-2	3																																									89	101	42	18	2																																									311,80	319,40	316,00	308,20	90,00																																									250	186	-44	191	103,40	58,28491663	11,50048337	58,28490003	11,50055001
759	18	12	10	14	55	16	08		-101	-101	-68	-14	-5																																									-17	6	-16	-21	-39																																									-5	-1	-3	-4	2																																									1	-9	2	5	11																																									102	101	70	25	39																																									260,40	273,40	256,80	213,70	187,30																																									843	570	348	668	58,60	58,28490003	11,50055001	58,28496667	11,50075000
760	18	12	10	14	55	37	09		-83	-82	-37	-16	-11																																									-92	-68	-80	-69	-45																																									-18	5	12	5	10																																									13	-11	-20	3	2																																									124	107	88	71	46																																									222,10	230,30	204,80	193,10	193,70																																									1687	1427	-542	1526	110,80	58,28496667	11,50078336	58,28486667	11,50128334
761	18	12	10	14	55	59	01		-107	-65	-58	-31	3																																									-97	-76	-67	-16	-45																																									-32	-9	-11	-6	-14																																									13	4	12	7	-15																																									144	100	89	35	45																																									227,80	220,50	220,90	242,70	176,20																																									2380	1816	-1459	2329	128,80	58,28483331	11,50133329	58,28463332	11,50183336
762	18	12	10	14	56	17	05		-114	-122	-71	-70	-26	18																																								-114	-59	-62	-34	-35	-33																																								-20	-14	7	0	17	18																																								-17	-3	-9	2	15	-1																																								161	136	94	78	44	38																																								225,00	244,20	228,90	244,10	216,60	151,40																																								2541	1833	-1741	2528	133,50	58,28460004	11,50189999	58,28428337	11,50253333
